Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
"1589,Gabriel Martinelli,br BRA,""FW,MF"",Arsenal,eng Premier League,23.0,2001,24,17,1569,17.4,6,3,9,6,0,0,1,0,4.5,4.5,3.0,7.5,87,32,199,0.52,0.43,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,6,32,16,50.0,1.84,0.92,0.19,0.38,12.5,0,0,0,4.5,4.5,0.14,+1.5,+1.5,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,333,477,69.8,4823,1034,3,3.0,3.3,0.0,27,6,24,10,32,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,477,465,10,0,3,2,63,7,3,3,0,0,333,2,26,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,45,2.58,37,1,5,1,1,0,4,0.23,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,18,13,6,5,7,20,30.0,14,10,0,10,3,21,13,0,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,694,12,73,190,442,124,694,93,27,29.0,50,53.8,451,3377,1785,87,26,39,38,29,510,199,1966,br BRA,""FW,MF"",eng Premier League,23-279,2001,24,1569,65,60.1,17.4,17,80,5,7,31,2,2.00,32,15,+17,+0.98,-0.06,25.0,16.5,+8.5,+0.49,1589,br BRA,""FW,MF"",eng Premier League,23-279,2001,17.4,1,0,0,13,14,7,63,3,13,0,0,0,62,13,22,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"1590,Arnau Martinez,es ESP,""DF,MF"",Girona,es La Liga,21.0,2003,24,22,1960,21.8,2,2,4,2,0,0,2,0,1.2,1.2,1.8,3.0,31,138,74,0.18,0.14,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,2,17,5,29.4,0.78,0.23,0.12,0.40,14.4,0,0,0,1.2,1.2,0.07,+0.8,+0.8,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,1266,1468,86.2,20229,5718,2,1.8,1.4,+0.2,15,124,12,3,138,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,1468,1253,210,37,4,3,48,172,1,0,1,0,1266,5,28,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,47,2.16,38,2,2,2,2,1,4,0.18,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,35,18,22,9,4,44,52.3,21,11,5,6,21,56,57,2,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,1651,69,491,793,380,44,1651,29,15,51.7,11,37.9,909,4580,2164,31,25,5,18,9,1099,74,1968,es ESP,""DF,MF"",es La Liga,21-333,2003,24,1960,82,77.8,21.8,22,89,18,2,4,4,1.25,26,31,-5,-0.23,-0.23,25.0,27.9,-2.9,-0.13,1590,es ESP,""DF,MF"",es La Liga,21-333,2003,21.8,2,0,0,13,32,1,48,21,18,0,1,0,97,23,19,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1591,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32.0,1992,28,28,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,831,1027,80.9,21380,12601,0,0.0,0.0,0.0,0,17,0,0,2,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,1027,826,194,65,0,2,0,0,0,0,0,0,831,7,0,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,3,0.11,2,1,0,0,0,0,0,0.00,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,2,2,2,0,0,1,100.0,0,1,0,1,0,2,13,6,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,1078,804,1065,13,0,0,1078,1,1,100.0,0,0.0,648,3274,2055,0,0,0,1,0,595,0,1969,ar ARG,GK,eng Premier League,32-203,1992,28,2430,87,93.1,27.0,28,87,26,0,,0,1.50,39,41,-2,-0.07,+0.93,39.0,36.4,+2.6,+0.10,1591,ar ARG,GK,eng Premier League,32-203,1992,27.0,2,0,0,1,4,0,0,0,2,0,0,0,26,7,1,87.5,93,ar ARG,GK,eng Premier League,32-203,1992,28,28,2430,27.0,41,1.52,111,69,64.0,11,9,8,3,10.7,2,1,1,0,93,ar ARG,GK,eng Premier League,32-203,1992,27.0,41,1,1,2,0,39.3,0.34,-1.7,-0.06,117,280,41.8,891,95,24.0,29.4,363,40,11.0,28,1.04,14.5
1592,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33.0,1991,21,21,1870,20.8,0,3,3,0,0,0,3,0,0.3,0.3,2.3,2.6,57,192,8,0.14,0.13,1592,es ESP,DF,es La Liga,33-311,1991,20.8,0,9,2,22.2,0.43,0.10,0.00,0.00,15.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,1592,es ESP,DF,es La Liga,33-311,1991,20.8,1701,1867,91.1,32669,11121,3,2.3,1.6,+0.7,13,179,6,1,192,1592,es ESP,DF,es La Liga,33-311,1991,20.8,1867,1769,96,80,1,30,2,5,0,0,0,0,1701,2,11,1592,es ESP,DF,es La Liga,33-311,1991,20.8,36,1.73,29,1,1,3,2,0,8,0.39,1592,es ESP,DF,es La Liga,33-311,1991,20.8,21,12,17,4,0,16,87.5,2,15,6,9,18,39,81,1,1592,es ESP,DF,es La Liga,33-311,1991,20.8,2033,117,704,1243,94,20,2033,3,3,100.0,0,0.0,1324,8069,5846,57,39,0,8,2,1538,8,1970,es ESP,DF,es La Liga,33-311,1991,21,1870,89,77.0,20.8,21,89,19,0,,4,2.24,57,21,+36,+1.73,-0.20,51.6,24.2,+27.3,+1.32,1592,es ESP,DF,es La Liga,33-311,1991,20.8,3,0,0,12,22,0,2,18,12,1,0,0,87,46,27,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25.0,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,1593,es ESP,MF,es La Liga,25-092,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1593,es ESP,MF,es La Liga,25-092,1999,0.1,9,9,100.0,126,55,0,0.0,0.0,0.0,0,1,0,0,1,1593,es ESP,MF,es La Liga,25-092,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,1593,es ESP,MF,es La Liga,25-092,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1593,es ESP,MF,es La Liga,25-092,1999,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1593,es ESP,MF,es La Liga,25-092,1999,0.1,10,0,2,8,0,0,10,0,0,,0,,6,16,2,0,0,0,0,0,10,0,1971,es ESP,MF,es La Liga,25-092,1999,1,6,6,0.2,0.1,0,,0,1,6,14,0.00,0,1,-1,-15.00,-14.81,0.0,0.9,-0.9,-13.09,1593,es ESP,MF,es La Liga,25-092,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Josep Martinez,es ESP,GK,Inter,it Serie A,26.0,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,1594,es ESP,GK,it Serie A,26-301,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1594,es ESP,GK,it Serie A,26-301,1998,3.0,107,131,81.7,2739,1743,0,0.1,0.0,-0.1,1,0,0,0,0,1594,es ESP,GK,it Serie A,26-301,1998,3.0,131,114,17,6,0,0,0,0,0,0,0,0,107,0,0,1594,es ESP,GK,it Serie A,26-301,1998,3.0,1,0.33,0,1,0,0,0,0,0,0.00,1594,es ESP,GK,it Serie A,26-301,1998,3.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1594,es ESP,GK,it Serie A,26-301,1998,3.0,135,118,135,0,0,0,135,0,0,,0,,98,366,226,0,0,0,0,0,96,0,1972,es ESP,GK,it Serie A,26-301,1998,3,270,90,10.3,3.0,3,90,3,0,,26,2.33,5,3,+2,+0.67,-0.72,4.4,3.7,+0.7,+0.22,1594,es ESP,GK,it Serie A,26-301,1998,3.0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0,94,es ESP,GK,it Serie A,26-301,1998,3,3,270,3.0,3,1.00,10,7,70.0,2,1,0,1,33.3,0,0,0,0,94,es ESP,GK,it Serie A,26-301,1998,3.0,3,0,0,0,0,3.6,0.37,+0.6,+0.19,15,34,44.1,120,11,25.0,30.6,43,3,7.0,1,0.33,13.6
1595,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27.0,1997,27,27,2257,25.1,11,3,14,11,0,0,0,0,11.3,11.3,4.0,15.3,30,61,167,0.56,0.61,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,11,89,31,34.8,3.55,1.24,0.12,0.35,13.8,0,0,0,11.3,11.3,0.13,-0.3,-0.3,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,420,558,75.3,6561,1442,3,4.0,4.2,-1.0,33,37,20,1,61,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,558,523,28,3,9,9,9,1,0,0,0,0,420,7,18,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,70,2.79,54,0,2,10,3,1,8,0.32,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,27,15,10,9,8,22,54.5,10,16,2,14,9,36,14,0,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,855,13,71,364,430,136,855,40,16,40.0,20,50.0,552,2470,1031,30,25,10,60,44,655,167,1973,ar ARG,FW,it Serie A,27-214,1997,27,2257,84,86.5,25.1,27,84,14,0,,0,2.15,53,24,+29,+1.16,-1.14,43.6,21.9,+21.7,+0.86,1595,ar ARG,FW,it Serie A,27-214,1997,25.1,0,0,0,33,39,19,9,9,15,0,0,0,68,30,36,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27.0,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.15,0.13,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,2,17,6,35.3,0.87,0.31,0.12,0.33,15.9,0,0,0,1.3,1.3,0.08,+0.7,+0.7,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,1200,1342,89.4,20292,7055,1,1.1,1.3,-0.1,9,91,18,2,117,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,26,1.34,23,0,0,2,0,1,2,0.10,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,40,24,25,12,3,36,58.3,15,22,8,14,32,72,57,1,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,1524,156,713,697,125,18,1524,7,6,85.7,1,14.3,1017,5141,3129,23,23,2,1,3,1069,7,1974,ar ARG,DF,eng Premier League,27-065,1998,20,1751,88,67.1,19.5,20,88,17,0,,2,1.35,25,27,-2,-0.10,0.00,29.7,29.7,-0.1,0.00,1596,ar ARG,DF,eng Premier League,27-065,1998,19.5,7,0,0,22,7,0,9,32,24,0,0,0,81,16,13,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28.0,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.19,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,1,3,1,33.3,0.77,0.26,0.33,1.00,12.7,0,0,0,0.7,0.7,0.24,+0.3,+0.3,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,226,255,88.6,4391,1769,0,0.0,0.1,0.0,1,15,0,0,14,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,4,1.03,4,0,0,0,0,0,0,0.00,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,12,7,9,3,0,13,61.5,5,5,2,3,3,15,25,1,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,316,39,157,139,21,6,316,2,2,100.0,0,0.0,181,1010,589,3,2,1,5,1,208,2,1975,ar ARG,DF,it Serie A,28-318,1996,8,351,44,13.4,3.9,4,71,2,4,17,9,1.88,5,5,0,0.00,-0.64,5.1,5.2,-0.1,-0.03,1597,ar ARG,DF,it Serie A,28-318,1996,3.9,1,0,0,8,2,0,0,3,7,0,0,0,13,12,10,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22.0,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1598,es ESP,DF,es La Liga,22-153,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1598,es ESP,DF,es La Liga,22-153,2002,0.1,9,10,90.0,169,47,0,0.0,0.0,0.0,0,0,0,0,0,1598,es ESP,DF,es La Liga,22-153,2002,0.1,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,1598,es ESP,DF,es La Liga,22-153,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1598,es ESP,DF,es La Liga,22-153,2002,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1598,es ESP,DF,es La Liga,22-153,2002,0.1,10,0,6,4,0,0,10,1,1,100.0,0,0.0,7,33,6,0,0,0,0,0,9,0,1976,es ESP,DF,es La Liga,22-153,2002,1,6,6,0.2,0.1,0,,0,1,6,8,3.00,0,0,0,0.00,+0.18,0.0,0.0,0.0,0.00,1598,es ESP,DF,es La Liga,22-153,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,1997,22,8,836,9.3,4,0,4,4,0,0,1,0,2.6,2.6,0.6,3.2,12,11,46,0.43,0.35,1599,es ESP,FW,es La Liga,27-267,1997,9.3,4,40,13,32.5,4.31,1.40,0.10,0.31,17.0,0,0,0,2.6,2.6,0.07,+1.4,+1.4,1599,es ESP,FW,es La Liga,27-267,1997,9.3,117,193,60.6,1408,250,0,0.6,0.9,-0.6,11,11,4,1,11,1599,es ESP,FW,es La Liga,27-267,1997,9.3,193,181,9,0,2,2,6,0,0,0,0,0,117,3,1,1599,es ESP,FW,es La Liga,27-267,1997,9.3,26,2.80,16,0,4,2,2,2,1,0.11,1599,es ESP,FW,es La Liga,27-267,1997,9.3,9,5,3,3,3,3,66.7,1,7,2,5,0,9,10,0,1599,es ESP,FW,es La Liga,27-267,1997,9.3,317,11,23,128,170,64,317,11,7,63.6,3,27.3,122,651,232,12,6,7,30,7,213,46,1978,es ESP,FW,es La Liga,27-267,1997,22,836,38,33.2,9.3,8,72,2,14,19,4,0.95,12,15,-3,-0.32,+0.05,11.4,12.8,-1.4,-0.15,1599,es ESP,FW,es La Liga,27-267,1997,9.3,1,0,0,13,9,7,6,0,5,0,1,0,23,64,52,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1600,Kevin Martins,it ITA,""MF,DF"",Monza,it Serie A,20.0,2005,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,6,10,0.49,0.19,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,38,56,67.9,633,139,1,0.4,0.2,+0.6,2,6,1,1,6,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,2,0.98,2,0,0,0,0,0,1,0.49,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,5,4,3,2,0,6,50.0,3,1,0,1,1,6,4,1,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,80,3,30,30,22,2,80,6,4,66.7,2,33.3,51,344,144,3,2,2,8,1,49,10,1979,it ITA,""MF,DF"",it Serie A,20-052,2005,9,183,20,7.0,2.0,1,31,0,8,19,9,0.44,2,5,-3,-1.48,-0.66,1.0,4.1,-3.0,-1.49,1600,it ITA,""MF,DF"",it Serie A,20-052,2005,2.0,1,0,0,3,4,0,6,1,4,0,0,0,12,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"1601,Javi Martón,es ESP,""FW,MF"",Athletic Club,es La Liga,25.0,1999,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,6,7,85.7,68,2,0,0.0,0.0,0.0,0,1,0,0,0,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.00,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,14,0,1,8,5,0,14,0,0,,0,,6,8,1,0,0,0,5,0,8,3,1980,es ESP,""FW,MF"",es La Liga,25-322,1999,3,53,18,2.1,0.6,0,,0,3,18,12,1.67,1,0,+1,+1.70,+0.93,1.6,0.4,+1.3,+2.18,1601,es ESP,""FW,MF"",es La Liga,25-322,1999,0.6,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1602,Adam Marušić,me MNE,DF,Lazio,it Serie A,32.0,1992,27,18,1733,19.3,3,0,3,3,0,0,1,0,1.6,1.6,0.4,2.0,17,59,67,0.16,0.11,1602,me MNE,DF,it Serie A,32-158,1992,19.3,3,16,9,56.3,0.83,0.47,0.19,0.33,15.5,0,0,0,1.6,1.6,0.10,+1.4,+1.4,1602,me MNE,DF,it Serie A,32-158,1992,19.3,804,944,85.2,12590,3988,0,0.4,0.4,-0.4,9,47,8,5,59,1602,me MNE,DF,it Serie A,32-158,1992,19.3,944,783,161,23,0,2,36,138,0,0,0,0,804,0,12,1602,me MNE,DF,it Serie A,32-158,1992,19.3,20,1.04,16,1,0,2,0,1,1,0.05,1602,me MNE,DF,it Serie A,32-158,1992,19.3,25,16,13,10,2,26,53.8,12,13,6,7,12,37,47,0,1602,me MNE,DF,it Serie A,32-158,1992,19.3,1080,58,332,527,232,23,1080,14,9,64.3,5,35.7,485,1824,877,17,16,0,7,11,692,67,1981,me MNE,DF,it Serie A,32-158,1992,27,1733,64,66.4,19.3,18,86,14,9,21,2,1.67,30,31,-1,-0.05,-1.08,28.0,23.2,+4.8,+0.25,1602,me MNE,DF,it Serie A,32-158,1992,19.3,1,0,0,10,11,2,36,12,16,0,0,1,62,23,16,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1603,Marvin,es ESP,""DF,FW"",Las Palmas,es La Liga,24.0,2000,13,6,598,6.6,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,18,18,36,0.00,0.12,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,0,2,0,0.0,0.30,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,222,302,73.5,3665,1035,0,0.7,0.6,-0.7,3,17,9,7,18,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,302,246,56,11,0,0,30,45,0,0,0,0,222,0,10,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,7,1.05,6,1,0,0,0,0,1,0.15,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,15,7,8,4,3,17,29.4,12,9,3,6,5,20,18,0,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,370,19,89,179,107,9,370,5,1,20.0,3,60.0,178,1251,641,18,14,1,11,3,192,36,1982,es ESP,""DF,FW"",es La Liga,24-264,2000,13,598,46,23.7,6.6,6,70,2,7,25,1,1.00,10,10,0,0.00,+0.70,7.5,13.1,-5.6,-0.85,1603,es ESP,""DF,FW"",es La Liga,24-264,2000,6.6,3,0,0,11,13,0,30,5,7,0,1,0,35,6,9,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1604,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32.0,1993,24,16,1491,16.6,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,7,54,10,0.00,0.02,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,0,5,1,20.0,0.30,0.06,0.00,0.00,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,579,678,85.4,10083,2780,0,0.1,0.2,-0.1,2,40,2,0,54,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,678,664,11,11,0,7,3,0,0,0,0,0,579,3,8,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,10,0.60,8,0,1,0,1,0,0,0.00,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,23,12,11,12,0,27,44.4,15,24,15,9,35,58,47,2,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,848,69,279,505,69,6,848,13,8,61.5,4,30.8,400,1859,702,7,9,1,6,7,514,10,1983,gq EQG,MF,es La Liga,32-050,1993,24,1491,62,59.2,16.6,16,83,9,8,20,3,1.67,18,21,-3,-0.18,+0.08,20.8,17.4,+3.3,+0.20,1604,gq EQG,MF,es La Liga,32-050,1993,16.6,4,1,0,21,12,0,3,35,12,0,0,0,59,34,17,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
